,biosample,sample,...1,dataset,bioproject,sample_description,geo_loc_name,loc_description,lat,lon,is_water,environment,biome,biome_details,biome_type,to_be_considered,PROK.MAGs,temp,depth_str,log_depth,date,bioproject_longnames,bioproject_shortnames,references,depth,depth_original,date_original,year,month,day,min_filtersize_uM,max_filtersize_uM,study_id,instrument_model,within_MLD,analysis_type,distance_to_coast,MLD,ocean_mask,V1,PROK-MAGs,reference,depth_layer,size fraction,size_fraction,marine_region,library_strategy,library_source,library_selection,read_count,base_count
8541,SAMN10738422,SONG20-1_SAMN10738422,8170.0,SONG20-1,"PRJNA428417, PRJNA514927, PRJNA514953",not specified,not specified,38.32 N 119.0 E,38.32,119.0,1.0,"Ocean - Water, sediment","Ocean - Water, sediment",Surface and sediment,Miscellaneous,1,9.0,,,,2017-09-13 NA,Metagenomic data of Yellow Sea_marine sediment metagenome Genome sequencing and assembly_metagenome of Okinawa hydrothermal vent Metagenome,others,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00157/full,missing,,2017-09-13,2017.0,9.0,13.0,,,,HiSeq X Ten,,not_included,27.733353516848,17.9929828643799,0.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,40507736,12152320800
8542,SAMN10738423,SONG20-1_SAMN10738423,8171.0,SONG20-1,"PRJNA428417, PRJNA514927, PRJNA514953",not specified,not specified,38.67 N 118.97 E,38.67,118.97,1.0,"Ocean - Water, sediment","Ocean - Water, sediment",Surface and sediment,Miscellaneous,1,4.0,,,,2017-09-14 NA,Metagenomic data of Yellow Sea_marine sediment metagenome Genome sequencing and assembly_metagenome of Okinawa hydrothermal vent Metagenome,others,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00157/full,missing,,2017-09-14,2017.0,9.0,14.0,,,,HiSeq X Ten,,not_included,55.4851666749393,,0.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,42671342,12801402600
8543,SAMN10738424,SONG20-1_SAMN10738424,8172.0,SONG20-1,"PRJNA428417, PRJNA514927, PRJNA514953",not specified,not specified,39.31 N 119.71 E,39.31,119.71,1.0,"Ocean - Water, sediment","Ocean - Water, sediment",Surface and sediment,Miscellaneous,1,28.0,,,,2017-09-14 NA,Metagenomic data of Yellow Sea_marine sediment metagenome Genome sequencing and assembly_metagenome of Okinawa hydrothermal vent Metagenome,others,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00157/full,missing,,2017-09-14,2017.0,9.0,14.0,,,,HiSeq X Ten,,not_included,43.1803610586339,,0.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,58269570,17480871000
8544,SAMN10739805,SONG20-1_SAMN10739805,8173.0,SONG20-1,"PRJNA428417, PRJNA514927, PRJNA514953",not specified,not specified,37.33 N 126.59 E,37.33,126.59,1.0,"Ocean - Water, sediment","Ocean - Water, sediment",Surface and sediment,Miscellaneous,1,49.0,,,,2016-06-16 NA,Metagenomic data of Yellow Sea_marine sediment metagenome Genome sequencing and assembly_metagenome of Okinawa hydrothermal vent Metagenome,others,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00157/full,missing,,2016-06-16,2016.0,6.0,16.0,,,,HiSeq X Ten,,not_included,12.9980252935566,,0.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,59806174,17941852200
8545,SAMN10739806,SONG20-1_SAMN10739806,8174.0,SONG20-1,"PRJNA428417, PRJNA514927, PRJNA514953",not specified,not specified,25.03 N 122.34 E,25.03,122.34,1.0,"Ocean - Water, sediment","Ocean - Water, sediment",Surface and sediment,Miscellaneous,1,15.0,,,,2016-06-17 NA,Metagenomic data of Yellow Sea_marine sediment metagenome Genome sequencing and assembly_metagenome of Okinawa hydrothermal vent Metagenome,others,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00157/full,missing,,2016-06-17,2016.0,6.0,17.0,,,,HiSeq X Ten,,not_included,41.9350950771009,22.1162052154541,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,56930346,17079103800
8546,SAMN10739807,SONG20-1_SAMN10739807,8175.0,SONG20-1,"PRJNA428417, PRJNA514927, PRJNA514953",not specified,not specified,25.04 N 122.35 E,25.04,122.35,1.0,"Ocean - Water, sediment","Ocean - Water, sediment",Surface and sediment,Miscellaneous,1,3.0,,,,2014-05-27 NA,Metagenomic data of Yellow Sea_marine sediment metagenome Genome sequencing and assembly_metagenome of Okinawa hydrothermal vent Metagenome,others,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00157/full,missing,,2014-05-27,2014.0,5.0,27.0,,,,HiSeq X Ten,,not_included,43.1077012874528,30.8002243041992,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,43483873,8696774600
8570,SAMN10854666,WEBE19-1_SAMN10854666,11445.0,WEBE19-1,PRJNA517146,seawater samples were collected from reef depth,not specified,24.6054800 N 81.429300 W,24.60548,-81.4293,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2015-05-NA NA,Microbial survey of coral reef seawater microbial communities from Cuba and the Florida Keys,others,https://sfamjournals.onlinelibrary.wiley.com/doi/10.1111/1462-2920.14870,missing,,2015-05,2015.0,5.0,,,,,Illumina HiSeq 4000,,not_included,6.13285320114544,35.6448631286621,0.0,,,,,,,North Atlantic Ocean,WGS,METAGENOMIC,RANDOM,30441583,4554930579
8571,SAMN10854667,WEBE19-1_SAMN10854667,11446.0,WEBE19-1,PRJNA517146,seawater samples were collected from reef depth,not specified,24.5522800 N 81.381300 W,24.55228,-81.3813,1.0,host-associated,Coral,coral,Host-associated,1,35.0,,,,2015-05-NA NA,Microbial survey of coral reef seawater microbial communities from Cuba and the Florida Keys,others,https://sfamjournals.onlinelibrary.wiley.com/doi/10.1111/1462-2920.14870,missing,,2015-05,2015.0,5.0,,,,,Illumina HiSeq 4000,,not_included,8.80411185142687,35.6448631286621,0.0,,,,,,,North Atlantic Ocean,WGS,METAGENOMIC,RANDOM,29758462,8885705970
8572,SAMN10854668,WEBE19-1_SAMN10854668,11447.0,WEBE19-1,PRJNA517146,seawater samples were collected from reef depth,not specified,24.5522200 N 81.436670 W,24.55222,-81.4367,1.0,host-associated,Coral,coral,Host-associated,1,59.0,,,,2015-05-NA NA,Microbial survey of coral reef seawater microbial communities from Cuba and the Florida Keys,others,https://sfamjournals.onlinelibrary.wiley.com/doi/10.1111/1462-2920.14870,missing,,2015-05,2015.0,5.0,,,,,Illumina HiSeq 4000,,not_included,11.0276813111484,35.6448631286621,0.0,,,,,,,North Atlantic Ocean,WGS,METAGENOMIC,RANDOM,27964061,8349127452
8573,SAMN10854669,WEBE19-1_SAMN10854669,11448.0,WEBE19-1,PRJNA517146,seawater samples were collected from reef depth,not specified,24.54544 N 81.406150 W,24.54544,-81.4062,1.0,host-associated,Coral,coral,Host-associated,1,32.0,,,,2015-05-NA NA,Microbial survey of coral reef seawater microbial communities from Cuba and the Florida Keys,others,https://sfamjournals.onlinelibrary.wiley.com/doi/10.1111/1462-2920.14870,missing,,2015-05,2015.0,5.0,,,,,Illumina HiSeq 4000,,not_included,10.297150253381,35.6448631286621,0.0,,,,,,,North Atlantic Ocean,WGS,METAGENOMIC,RANDOM,28694279,8568844302
8574,SAMN10854670,WEBE19-1_SAMN10854670,11449.0,WEBE19-1,PRJNA517146,seawater samples were collected from reef depth,not specified,24.5594500 N 81.500980 W,24.55945,-81.501,1.0,host-associated,Coral,coral,Host-associated,1,56.0,,,,2015-05-NA NA,Microbial survey of coral reef seawater microbial communities from Cuba and the Florida Keys,others,https://sfamjournals.onlinelibrary.wiley.com/doi/10.1111/1462-2920.14870,missing,,2015-05,2015.0,5.0,,,,,Illumina HiSeq 4000,,not_included,6.86173809243896,35.6448631286621,0.0,,,,,,,North Atlantic Ocean,WGS,METAGENOMIC,RANDOM,29952359,8936169523
8611,SAMN11268098,ZHAO22-1_SAMN11268098,12141.0,ZHAO22-1,"PRJNA599172,PRJNA529480,PRJNA489438",10_cm_depth,not specified,72.00 N 0.10 E,72.0,0.1,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,33.0,,,,2014-07-22 NA,"Microbial life in shallow sediments off the Costa Rica Margin (IODP 334)_Microbial life in the shallow subsurface sediments on the Arctic Mid-Ocean Ridge_Microbial diversity in the oligotrophic subseafloor sediments beneath North Pond, IODP 336",others,https://journals.asm.org/doi/10.1128/aem.01409-22,missing,,2014-07-22,2014.0,7.0,22.0,,,,"c(""Ion Torrent PGM"", ""Illumina HiSeq 2500"")",,not_included,298.911113395328,29.5513763427734,1.0,,,,,,,Arctic Ocean,"c(""AMPLICON"", ""WGS"")","c(""GENOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"")","c(69234, 42269422)","c(8.91367052747547e-317, 6.11692137102943e-314)"
8612,SAMN11268104,ZHAO22-1_SAMN11268104,12142.0,ZHAO22-1,"PRJNA599172,PRJNA529480,PRJNA489438",100_cm_depth,not specified,72.00 N 0.10 E,72.0,0.1,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,14.0,,,,2014-07-22 NA,"Microbial life in shallow sediments off the Costa Rica Margin (IODP 334)_Microbial life in the shallow subsurface sediments on the Arctic Mid-Ocean Ridge_Microbial diversity in the oligotrophic subseafloor sediments beneath North Pond, IODP 336",others,https://journals.asm.org/doi/10.1128/aem.01409-22,missing,,2014-07-22,2014.0,7.0,22.0,,,,"c(""Illumina HiSeq 2500"", ""Ion Torrent PGM"")",,not_included,298.911113395328,29.5513763427734,1.0,,,,,,,Arctic Ocean,"c(""WGS"", ""AMPLICON"")","c(""METAGENOMIC"", ""GENOMIC"")","c(""RANDOM"", ""PCR"")","c(39346525, 52041)","c(5.6784928424435e-314, 6.78107173992823e-317)"
8613,SAMN11268106,ZHAO22-1_SAMN11268106,12143.0,ZHAO22-1,"PRJNA599172,PRJNA529480,PRJNA489438",160_cm_depth,not specified,72.00 N 0.10 E,72.0,0.1,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,15.0,,,,2014-07-22 NA,"Microbial life in shallow sediments off the Costa Rica Margin (IODP 334)_Microbial life in the shallow subsurface sediments on the Arctic Mid-Ocean Ridge_Microbial diversity in the oligotrophic subseafloor sediments beneath North Pond, IODP 336",others,https://journals.asm.org/doi/10.1128/aem.01409-22,missing,,2014-07-22,2014.0,7.0,22.0,,,,"c(""Illumina HiSeq 2500"", ""Ion Torrent PGM"")",,not_included,298.911113395328,29.5513763427734,1.0,,,,,,,Arctic Ocean,"c(""WGS"", ""AMPLICON"")","c(""METAGENOMIC"", ""GENOMIC"")","c(""RANDOM"", ""PCR"")","c(34064199, 73756)","c(4.90556564700131e-314, 9.75524465630385e-317)"
8614,SAMN11268109,ZHAO22-1_SAMN11268109,12144.0,ZHAO22-1,"PRJNA599172,PRJNA529480,PRJNA489438",250_cm_depth,not specified,72.00 N 0.10 E,72.0,0.1,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,29.0,,,,2014-07-22 NA,"Microbial life in shallow sediments off the Costa Rica Margin (IODP 334)_Microbial life in the shallow subsurface sediments on the Arctic Mid-Ocean Ridge_Microbial diversity in the oligotrophic subseafloor sediments beneath North Pond, IODP 336",others,https://journals.asm.org/doi/10.1128/aem.01409-22,missing,,2014-07-22,2014.0,7.0,22.0,,,,"c(""Ion Torrent PGM"", ""Illumina HiSeq 2500"")",,not_included,298.911113395328,29.5513763427734,1.0,,,,,,,Arctic Ocean,"c(""AMPLICON"", ""WGS"")","c(""GENOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"")","c(61893, 35638822)","c(7.80162065489695e-317, 5.1977313340612e-314)"
8615,SAMN11355722,ZHAN22-1_SAMN11355722,12036.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,20.346 N 114.265 E,20.346,114.265,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,85.0,,,,2015-06-18 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2015-06-18,2015.0,6.0,18.0,,,,"c(""Illumina MiSeq"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"", ""Illumina HiSeq 2500"")",,not_included,205.935434544,19.1362018585205,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""AMPLICON"", ""RNA-Seq"", ""AMPLICON"", ""WGS"")","c(""METAGENOMIC"", ""METATRANSCRIPTOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"", ""PCR"", ""RANDOM"")","c(17262, 33339885, 26929, 138722031)","c(4.21697627399473e-317, 4.88481895257778e-314, 6.56269027787559e-317, 1.98181352774254e-313)"
8616,SAMN11355744,ZHAN22-1_SAMN11355744,12037.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,20.105 N 115.055 E,20.105,115.055,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,86.0,,,,2015-06-13 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2015-06-13,2015.0,6.0,13.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina MiSeq"", ""Illumina MiSeq"", ""Illumina HiSeq 2500"")",,not_included,248.764691941824,19.6674785614014,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""WGS"", ""AMPLICON"", ""AMPLICON"", ""RNA-Seq"")","c(""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"", ""METATRANSCRIPTOMIC"")","c(""RANDOM"", ""PCR"", ""PCR"", ""RANDOM"")","c(120618796, 31358, 24301, 33182249)","c(1.69346749618236e-313, 7.6637877032171e-317, 5.9350080365761e-317, 4.85969680785403e-314)"
8617,SAMN11355745,ZHAN22-1_SAMN11355745,12038.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.814 N 115.887 E,19.814,115.887,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,99.0,,,,2015-06-20 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2015-06-20,2015.0,6.0,20.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,317.378290139814,20.8534698486328,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""WGS"", ""AMPLICON"")","c(""METAGENOMIC"", ""METAGENOMIC"")","c(""RANDOM"", ""PCR"")","c(219021739, 264812)","c(3.24633350796924e-313, 6.47005227758845e-316)"
8618,SAMN11355746,ZHAN22-1_SAMN11355746,12039.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.814 N 115.887 E,19.814,115.887,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,69.0,,,,2015-06-20 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2015-06-20,2015.0,6.0,20.0,,,,"c(""Illumina MiSeq"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,317.378290139814,20.8534698486328,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""AMPLICON"", ""WGS"", ""AMPLICON"")","c(""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"", ""PCR"")","c(36500, 156542097, 29584)","c(8.91485776722243e-317, 2.32026216766944e-313, 7.22772388200068e-317)"
8619,SAMN11355748,ZHAN22-1_SAMN11355748,12040.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.814 N 115.887 E,19.814,115.887,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,147.0,,,,2015-06-20 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2015-06-20,2015.0,6.0,20.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"", ""Illumina MiSeq"")",,not_included,317.378290139814,20.8534698486328,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""RNA-Seq"", ""WGS"", ""AMPLICON"", ""AMPLICON"")","c(""METATRANSCRIPTOMIC"", ""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""RANDOM"", ""RANDOM"", ""PCR"", ""PCR"")","c(33068556, 158623703, 68870, 27386)","c(4.83800778696485e-314, 2.35111566805275e-313, 1.68338214833349e-316, 6.69017897712847e-317)"
8620,SAMN11355750,ZHAN22-1_SAMN11355750,12041.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.633 N 116.702 E,19.633,116.702,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,111.0,,,,2015-06-21 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2015-06-21,2015.0,6.0,21.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,363.577112558819,21.3890132904053,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""WGS"", ""RNA-Seq"", ""AMPLICON"")","c(""METAGENOMIC"", ""METATRANSCRIPTOMIC"", ""METAGENOMIC"")","c(""RANDOM"", ""RANDOM"", ""PCR"")","c(237658122, 33368150, 20280)","c(3.46199024027709e-313, 4.88898671250247e-314, 4.9563341494863e-317)"
8621,SAMN11355918,ZHAN22-1_SAMN11355918,12042.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.8476 N 115.8728 E,19.8476,115.8728,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,89.0,,,,2017-03-23 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2017-03-23,2017.0,3.0,23.0,,,,"c(""Illumina MiSeq"", ""Illumina HiSeq 2500"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,313.433516608585,33.6251678466797,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""AMPLICON"", ""WGS"", ""RNA-Seq"", ""AMPLICON"")","c(""METAGENOMIC"", ""METAGENOMIC"", ""METATRANSCRIPTOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"", ""RANDOM"", ""PCR"")","c(71529, 187345558, 39892639, 85886)","c(1.74893151739045e-316, 2.77683012326276e-313, 5.84665175245486e-314, 2.09938033325567e-316)"
8622,SAMN11355922,ZHAN22-1_SAMN11355922,12043.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.8476 N 115.8728 E,19.8476,115.8728,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,151.0,,,,2017-03-23 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2017-03-23,2017.0,3.0,23.0,,,,"c(""Illumina MiSeq"", ""Illumina HiSeq 2500"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,313.433516608585,33.6251678466797,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""AMPLICON"", ""RNA-Seq"", ""WGS"", ""AMPLICON"")","c(""METAGENOMIC"", ""METATRANSCRIPTOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"", ""RANDOM"", ""PCR"")","c(79306, 40306520, 189479009, 40929)","c(1.9379928513169e-316, 5.91332137139192e-314, 2.80845206864833e-313, 1.00076321626941e-316)"
8623,SAMN11355944,ZHAN22-1_SAMN11355944,12044.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.8683 N 116.1596 E,19.8683,116.1596,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,91.0,,,,2017-03-29 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2017-03-29,2017.0,3.0,29.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"", ""Illumina MiSeq"")",,not_included,324.64679742186,31.5288143157959,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""RNA-Seq"", ""WGS"", ""AMPLICON"", ""AMPLICON"")","c(""METATRANSCRIPTOMIC"", ""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""RANDOM"", ""RANDOM"", ""PCR"", ""PCR"")","c(40250154, 188703358, 51535, 49384)","c(5.90491963587656e-314, 2.79695539328046e-313, 1.2595085570166e-316, 1.20697391460896e-316)"
8624,SAMN11355945,ZHAN22-1_SAMN11355945,12045.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.8683 N 116.1596 E,19.8683,116.1596,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,89.0,,,,2017-03-29 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2017-03-29,2017.0,3.0,29.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina MiSeq"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,324.64679742186,31.5288143157959,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""WGS"", ""AMPLICON"", ""RNA-Seq"", ""AMPLICON"")","c(""METAGENOMIC"", ""METAGENOMIC"", ""METATRANSCRIPTOMIC"", ""METAGENOMIC"")","c(""RANDOM"", ""PCR"", ""RANDOM"", ""PCR"")","c(120008868, 81763, 38139513, 34687)","c(1.77876776625291e-313, 1.99859049684497e-316, 5.49810670294452e-314, 8.47701679187792e-317)"
8625,SAMN11355946,ZHAN22-1_SAMN11355946,12046.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.8683 N 116.1596 E,19.8683,116.1596,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,146.0,,,,2017-03-29 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2017-03-29,2017.0,3.0,29.0,,,,"c(""Illumina MiSeq"", ""Illumina HiSeq 2500"", ""Illumina HiSeq 2500"", ""Illumina MiSeq"")",,not_included,324.64679742186,31.5288143157959,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""AMPLICON"", ""RNA-Seq"", ""WGS"", ""AMPLICON"")","c(""METAGENOMIC"", ""METATRANSCRIPTOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""PCR"", ""RANDOM"", ""RANDOM"", ""PCR"")","c(83029, 40238772, 189856027, 62686)","c(2.02889426026547e-316, 5.9024641775411e-314, 2.81404021789824e-313, 1.53214796244958e-316)"
8626,SAMN11355949,ZHAN22-1_SAMN11355949,12047.0,ZHAN22-1,PRJNA521300,microbial sample,not specified,19.8816 N 116.1038 E,19.8816,116.1038,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,66.0,,,,2017-03-30 NA,Microbial community in the northern slope of the South China Sea,others,https://link.springer.com/article/10.1007/s00248-021-01816-6,missing,,2017-03-30,2017.0,3.0,30.0,,,,"c(""Illumina HiSeq 2500"", ""Illumina MiSeq"", ""Illumina MiSeq"", ""Illumina HiSeq 2500"")",,not_included,322.021123731641,31.5288143157959,1.0,,,,,,,South China and Easter Archipelagic Seas,"c(""WGS"", ""AMPLICON"", ""AMPLICON"", ""RNA-Seq"")","c(""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"", ""METATRANSCRIPTOMIC"")","c(""RANDOM"", ""PCR"", ""PCR"", ""RANDOM"")","c(145400011, 40029, 29493, 35441205)","c(2.15511451020118e-313, 9.78533918292333e-317, 7.2065867655403e-317, 5.10418750887832e-314)"
9105,SAMN11878267,ROBB19-1_SAMN11878267,7052.0,ROBB19-1,PRJNA545004,Keywords: GSC:MIxS;MIMS:5.0,not specified,18.5446 S 146.4881 E,-18.5446,146.4881,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2013-10-25 NA,coral metagenome Genome sequencing,others,https://www.nature.com/articles/s41564-019-0532-4,missing,,2013-10-25,2013.0,10.0,25.0,,,Robbins_2019_coral,NextSeq 500,,not_included,16.3787156625052,,0.0,,,,,,,,WGS,METAGENOMIC,RANDOM,38884121,11743004542
9106,SAMN11878268,ROBB19-1_SAMN11878268,7053.0,ROBB19-1,PRJNA545004,Keywords: GSC:MIxS;MIMS:5.0,not specified,18.5446 S 146.4881 E,-18.5446,146.4881,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2013-10-25 NA,coral metagenome Genome sequencing,others,https://www.nature.com/articles/s41564-019-0532-4,missing,,2013-10-25,2013.0,10.0,25.0,,,Robbins_2019_coral,NextSeq 500,,not_included,16.3787156625052,,0.0,,,,,,,,WGS,METAGENOMIC,RANDOM,14987083,4526099066
9107,SAMN11878269,ROBB19-1_SAMN11878269,7054.0,ROBB19-1,PRJNA545004,Keywords: GSC:MIxS;MIMS:5.0,not specified,18.5446 S 146.4881 E,-18.5446,146.4881,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2013-10-25 NA,coral metagenome Genome sequencing,others,https://www.nature.com/articles/s41564-019-0532-4,missing,,2013-10-25,2013.0,10.0,25.0,,,Robbins_2019_coral,NextSeq 500,,not_included,16.3787156625052,,0.0,,,,,,,,WGS,METAGENOMIC,RANDOM,32780279,9899644258
9108,SAMN11878270,ROBB19-1_SAMN11878270,7055.0,ROBB19-1,PRJNA545004,Keywords: GSC:MIxS;MIMS:5.0,not specified,18.5446 S 146.4881 E,-18.5446,146.4881,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2013-10-25 NA,coral metagenome Genome sequencing,others,https://www.nature.com/articles/s41564-019-0532-4,missing,,2013-10-25,2013.0,10.0,25.0,,,Robbins_2019_coral,NextSeq 500,,not_included,16.3787156625052,,0.0,,,,,,,,WGS,METAGENOMIC,RANDOM,34615125,10453767750
9109,SAMN11878271,ROBB19-1_SAMN11878271,7056.0,ROBB19-1,PRJNA545004,Keywords: GSC:MIxS;MIMS:5.0,not specified,18.5446 S 146.4881 E,-18.5446,146.4881,1.0,host-associated,Coral,coral,Host-associated,1,1.0,,,,2013-10-25 NA,coral metagenome Genome sequencing,others,https://www.nature.com/articles/s41564-019-0532-4,missing,,2013-10-25,2013.0,10.0,25.0,,,Robbins_2019_coral,NextSeq 500,,not_included,16.3787156625052,,0.0,,,,,,,,WGS,METAGENOMIC,RANDOM,38649949,11672284598
9110,SAMN11878272,ROBB19-1_SAMN11878272,7057.0,ROBB19-1,PRJNA545004,Keywords: GSC:MIxS;MIMS:5.0,not specified,18.5446 S 146.4881 E,-18.5446,146.4881,1.0,host-associated,Coral,coral,Host-associated,1,35.0,,,,2013-10-25 NA,coral metagenome Genome sequencing,others,https://www.nature.com/articles/s41564-019-0532-4,missing,,2013-10-25,2013.0,10.0,25.0,,,Robbins_2019_coral,"c(""NextSeq 500"", ""NextSeq 500"", ""NextSeq 500"", ""NextSeq 500"")",,not_included,16.3787156625052,,0.0,,,,,,,,"c(""WGS"", ""WGS"", ""WGS"", ""WGS"")","c(""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"", ""METAGENOMIC"")","c(""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"")","c(100000000, 50679679, 100000000, 100000000)","c(1.49207825044056e-313, 7.56180467752094e-314, 1.49207825044056e-313, 1.49207825044056e-313)"
